Date,AAPL,MSFT,GOOG,AMZN,NVDA
2016-04-12,25.035907745361328,30.15850067138672,36.87791061401367,48.19570541381836,0.8774150013923645
2016-04-13,25.39861488342285,30.740999221801758,37.30619812011719,48.813026428222656,0.8994485139846802
2016-04-14,25.412214279174805,31.037500381469727,37.37964630126953,48.821842193603516,0.9018965363502502
2016-04-15,24.90215492248535,31.29450035095215,37.667484283447266,49.07759475708008,0.9089962244033813
2016-04-18,24.364896774291992,31.767499923706055,38.0451545715332,49.79192352294922,0.9050788879394531
2016-04-19,24.235681533813477,31.395000457763672,37.41587448120117,49.73019027709961,0.8889214396476746
2016-04-20,24.285554885864258,31.649499893188477,37.35334396362305,49.024696350097656,0.8923487663269043
2016-04-21,24.022592544555664,31.549999237060547,37.674434661865234,49.192222595214844,0.8913693428039551
2016-04-22,23.95685577392578,31.024999618530273,35.67095947265625,45.66465377807617,0.8879423141479492
2016-04-25,23.820838928222656,31.309999465942383,35.888336181640625,45.95567321777344,0.8923487663269043
2016-04-26,23.65535545349121,30.8439998626709,35.1434211730957,45.36479187011719,0.8930833339691162
2016-04-27,22.17505645751953,30.328500747680664,35.029273986816406,44.92385482788086,0.9134028553962708
2016-04-28,21.497238159179688,30.100000381469727,34.29378890991211,44.00667953491211,0.8862284421920776
2016-04-29,21.250144958496094,32.97949981689453,34.392547607421875,43.98023223876953,0.8698260188102722
2016-05-02,21.22747230529785,34.192501068115234,34.650611877441406,44.63282775878906,0.8813319802284241
2016-05-03,21.576581954956055,33.566001892089844,34.360294342041016,43.900856018066406,0.870805025100708
2016-05-04,21.352155685424805,33.54499816894531,34.52604675292969,43.98023223876953,0.8509752750396729
2016-05-05,21.265487670898438,32.954498291015625,34.8104133605957,44.04195785522461,0.8561161756515503
2016-05-06,21.14688491821289,33.6974983215332,35.29130554199219,44.43880081176758,0.8649296164512634
2016-05-09,21.162853240966797,33.98749923706055,35.37964630126953,44.15659713745117,0.863705575466156
2016-05-10,21.30653953552246,35.153499603271484,35.88982009887695,44.99441146850586,0.8803530335426331
2016-05-11,21.098995208740234,35.6614990234375,35.49825668334961,45.02085494995117,0.8828006982803345
2016-05-12,20.604084014892578,35.89649963378906,35.399993896484375,45.42654037475586,0.870805025100708
2016-05-13,20.645130157470703,35.49599838256836,35.276920318603516,45.047298431396484,1.0032498836517334
2016-05-16,21.411453247070312,35.53300094604492,35.55781173706055,45.708736419677734,1.0328723192214966
2016-05-17,21.322507858276367,34.76350021362305,35.04863357543945,44.8561897277832,1.035075306892395
2016-05-18,21.56654930114746,34.872501373291016,35.068485260009766,45.122615814208984,1.0615155696868896
2016-05-19,21.484437942504883,34.92599868774414,34.75532913208008,44.68745803833008,1.0661669969558716
2016-05-20,21.717071533203125,35.13999938964844,35.22282791137695,44.95388412475586,1.0852625370025635
2016-05-23,21.99303436279297,34.837501525878906,34.94987106323242,44.429927825927734,1.0869762897491455
2016-05-24,22.328311920166016,35.209999084472656,35.736473083496094,45.815303802490234,1.1133618354797363
2016-05-25,22.720592498779297,35.41749954223633,35.99353790283203,46.28597640991211,1.1086987257003784
2016-05-26,22.900772094726562,35.74549865722656,35.93647003173828,46.081729888916016,1.1204804182052612
2016-05-27,22.887083053588867,35.61199951171875,36.36029052734375,46.463600158691406,1.1266165971755981
2016-05-31,22.775331497192383,36.13949966430664,36.512149810791016,47.067474365234375,1.1467430591583252
2016-06-01,22.45602798461914,35.97200012207031,36.434234619140625,46.93427276611328,1.148952603340149
2016-06-02,22.287254333496094,36.4119987487793,36.248130798339844,46.605682373046875,1.1570521593093872
2016-06-03,22.332862854003906,36.277000427246094,35.8481330871582,45.992923736572266,1.1408525705337524
2016-06-06,22.494796752929688,36.33649826049805,35.560787200927734,46.29487228393555,1.1349618434906006
2016-06-07,22.586029052734375,36.1870002746582,35.56575012207031,46.268218994140625,1.1371709108352661
2016-06-08,22.565507888793945,36.332000732421875,36.14292526245117,46.21493911743164,1.1334890127182007
2016-06-09,22.727432250976562,36.38249969482422,36.157814025878906,45.841949462890625,1.1629430055618286
2016-06-10,22.54041862487793,35.89550018310547,35.702728271484375,45.717628479003906,1.1339796781539917
2016-06-13,22.20058822631836,35.762001037597656,35.65061569213867,44.527618408203125,1.1484615802764893
2016-06-14,22.227949142456055,35.96500015258789,35.64614486694336,44.2523078918457,1.1506702899932861
2016-06-15,22.154966354370117,35.7130012512207,35.67840576171875,44.12797927856445,1.1624525785446167
2016-06-16,22.24847984313965,35.8754997253418,35.253597259521484,44.7496223449707,1.167115569114685
2016-06-17,21.742164611816406,35.31949996948242,34.328529357910156,44.51873779296875,1.1467430591583252
2016-06-20,21.689706802368164,35.70050048828125,34.42728805541992,44.4654426574707,1.1673609018325806
2016-06-21,21.87444305419922,35.79100036621094,34.537960052490234,45.4600715637207,1.1602433919906616
2016-06-22,21.792335510253906,35.529998779296875,34.61339569091797,45.282466888427734,1.1592612266540527
2016-06-23,21.917774200439453,36.104000091552734,34.83224868774414,46.0994873046875,1.1901880502700806
2016-06-24,21.301984786987305,34.948001861572266,33.509674072265625,44.2523078918457,1.1224440336227417
2016-06-27,20.991806030273438,34.56800079345703,33.16426086425781,43.00901412963867,1.1104165315628052
2016-06-28,21.345312118530273,35.397499084472656,33.74887466430664,43.90596008300781,1.1266165971755981
2016-06-29,21.530048370361328,35.779998779296875,33.950862884521484,44.88283920288086,1.145025610923767
2016-06-30,21.80373191833496,35.78099822998047,34.34738540649414,45.44231033325195,1.15386164188385
2016-07-01,21.8698787689209,36.284000396728516,34.70024108886719,45.433441162109375,1.1452709436416626
2016-07-05,21.664609909057617,36.404998779296875,34.48883056640625,45.44231033325195,1.1622068881988525
2016-07-06,21.78777503967285,36.88050079345703,34.628780364990234,45.628822326660156,1.169569969177246
2016-07-07,21.881284713745117,36.82849884033203,34.50917434692383,45.628822326660156,1.200006127357483
2016-07-08,22.050065994262695,37.29050064086914,35.018856048583984,46.445831298828125,1.2481145858764648
2016-07-11,22.11848258972168,37.68899917602539,35.48833084106445,46.7033805847168,1.276832103729248
2016-07-12,22.21883201599121,37.410499572753906,35.763763427734375,47.25398254394531,1.295977234840393
2016-07-13,22.093387603759766,37.131500244140625,35.58212661743164,47.52040100097656,1.2954862117767334
2016-07-14,22.531291961669922,37.060001373291016,35.779151916503906,47.724647521972656,1.308740496635437
2016-07-15,22.529010772705078,36.77199935913086,35.72455978393555,47.68913650512695,1.2935223579406738
2016-07-18,22.768495559692383,36.80350112915039,36.415870666503906,47.92002487182617,1.3001497983932495
2016-07-19,22.777610778808594,36.997501373291016,36.57368850708008,47.147403717041016,1.3136495351791382
2016-07-20,22.798137664794922,37.2859992980957,36.78361511230469,49.65175247192383,1.330830693244934
2016-07-21,22.677255630493164,37.221500396728516,36.65657043457031,49.554054260253906,1.3062857389450073
2016-07-22,22.501644134521484,37.24300003051758,36.860538482666016,50.237884521484375,1.3418761491775513
2016-07-25,22.20058822631836,36.980499267578125,36.71314239501953,50.379966735839844,1.3666667938232422
2016-07-26,22.04777717590332,36.77949905395508,36.646148681640625,50.40660095214844,1.3899844884872437
2016-07-27,23.48008155822754,36.833499908447266,36.81240463256836,49.90040588378906,1.3759937286376953
2016-07-28,23.79709243774414,37.63050079345703,37.01785659790039,49.918174743652344,1.3789390325546265
2016-07-29,23.767444610595703,37.94049835205078,38.153343200683594,50.33556365966797,1.4015203714370728
2016-08-01,24.18709945678711,38.387001037597656,38.3563232421875,50.24674606323242,1.3924387693405151
2016-08-02,23.829025268554688,38.02899932861328,38.26649475097656,50.24674606323242,1.3755031824111938
2016-08-03,24.1278018951416,37.731998443603516,38.371212005615234,50.593109130859375,1.3791847229003906
2016-08-04,24.27684783935547,38.03850173950195,38.293296813964844,50.96608352661133,1.4047112464904785
2016-08-05,24.64603614807129,38.29899978637695,38.819847106933594,51.472293853759766,1.4285204410552979
2016-08-08,24.85011863708496,38.327999114990234,38.79701614379883,51.561100006103516,1.4417742490768433
2016-08-09,24.95101547241211,38.41550064086914,38.92108917236328,51.68541717529297,1.4454561471939087
2016-08-10,24.765274047851562,38.428001403808594,38.941925048828125,51.525569915771484,1.436129093170166
2016-08-11,24.749223709106445,38.5620002746582,38.95037078857422,51.77423095703125,1.4653373956680298
2016-08-12,24.806549072265625,38.62799835205078,38.86947250366211,51.454524993896484,1.5473182201385498
2016-08-15,25.104652404785156,38.42449951171875,38.83076477050781,51.61438751220703,1.545845627784729
2016-08-16,25.081722259521484,38.20199966430664,38.56773376464844,51.328426361083984,1.5365184545516968
2016-08-17,25.045026779174805,38.23149871826172,38.7052001953125,51.43565368652344,1.5009280443191528
2016-08-18,25.012929916381836,38.222999572753906,38.585601806640625,51.47139358520508,1.5242456197738647
2016-08-19,25.077129364013672,37.865501403808594,38.48236846923828,51.48927307128906,1.5281728506088257
2016-08-22,24.88222312927246,37.9739990234375,38.32009506225586,51.533939361572266,1.5345546007156372
2016-08-23,24.960187911987305,38.122501373291016,38.316619873046875,51.73055648803711,1.5469727516174316
2016-08-24,24.772153854370117,37.86249923706055,38.195526123046875,51.784156799316406,1.5231205224990845
2016-08-25,24.666671752929688,37.96099853515625,38.18411636352539,51.98073959350586,1.5130385160446167
2016-08-26,24.5222110748291,38.45000076293945,38.19056701660156,51.85563278198242,1.5253329277038574
2016-08-29,24.494693756103516,38.56449890136719,38.32009506225586,51.918182373046875,1.5243498086929321
2016-08-30,24.306655883789062,38.37900161743164,38.16822814941406,51.73055648803711,1.5154972076416016
2016-08-31,24.329587936401367,38.45800018310547,38.066993713378906,51.34629821777344,1.5083658695220947
2016-09-01,24.474056243896484,38.53099822998047,38.15285110473633,51.46247100830078,1.5528743267059326
2016-09-02,24.703359603881836,38.62200164794922,38.285850524902344,51.533939361572266,1.537628173828125
2016-09-06,24.696489334106445,39.44350051879883,38.71364212036133,51.4803352355957,1.5521366596221924
2016-09-07,24.847829818725586,39.2239990234375,38.7270393371582,51.5250129699707,1.529267430305481
2016-09-08,24.19658851623535,39.202999114990234,38.4774169921875,51.31948471069336,1.5403333902359009
2016-09-09,23.64855194091797,38.00699996948242,37.70024490356445,50.22928237915039,1.4636116027832031
2016-09-12,24.178253173828125,38.574501037597656,38.164756774902344,50.979923248291016,1.4938578605651855
2016-09-13,24.75381088256836,38.050498962402344,37.70173263549805,50.51523971557617,1.472218632698059
2016-09-14,25.629764556884766,38.054500579833984,37.84069061279297,50.273983001708984,1.4852514266967773
2016-09-15,26.50113868713379,38.484500885009766,38.300743103027344,51.10502243041992,1.541562795639038
2016-09-16,26.352092742919922,38.92599868774414,38.15781021118164,51.15864562988281,1.545251727104187
2016-09-19,26.0448055267334,38.755001068115234,37.999996185302734,50.87268829345703,1.5656613111495972
2016-09-20,26.042522430419922,39.01100158691406,38.28336715698242,50.765445709228516,1.5513991117477417
2016-09-21,26.037939071655273,39.48699951171875,38.52207946777344,51.614383697509766,1.5949242115020752
2016-09-22,26.283296585083008,40.23500061035156,39.0674934387207,51.66799545288086,1.59885835647583
2016-09-23,25.84531021118164,40.287498474121094,39.052101135253906,51.31948471069336,1.5971364974975586
2016-09-26,25.88429832458496,39.95800018310547,38.42232131958008,50.845890045166016,1.582136869430542
2016-09-27,25.932458877563477,40.80550003051758,38.85905075073242,51.784156799316406,1.6362353563308716
2016-09-28,26.129657745361328,41.43600082397461,38.78709030151367,51.85563278198242,1.6421369314193726
2016-09-29,25.72378158569336,41.45249938964844,38.4620246887207,51.29267883300781,1.6573822498321533
2016-09-30,25.923282623291016,41.865501403808594,38.57518005371094,51.47139358520508,1.6849240064620972
2016-10-03,25.801746368408203,41.83700180053711,38.34043884277344,51.310546875,1.6832025051116943
2016-10-04,25.911813735961914,41.701499938964844,38.532493591308594,51.149696350097656,1.6795145273208618
2016-10-05,25.923282623291016,42.21799850463867,38.53448486328125,51.50714111328125,1.6777931451797485
2016-10-06,26.11590003967285,42.08300018310547,38.55384063720703,51.59649658203125,1.6559077501296997
2016-10-07,26.154882431030273,41.971500396728516,38.46549606323242,51.65011215209961,1.6438581943511963
2016-10-10,26.6112060546875,42.08549880981445,39.00446319580078,51.86457824707031,1.6500060558319092
2016-10-11,26.66853141784668,41.54999923706055,38.86202621459961,51.10502243041992,1.6261531114578247
2016-10-12,26.907020568847656,41.704498291015625,39.01438522338867,51.033538818359375,1.6335304975509644
2016-10-13,26.824459075927734,41.4640007019043,38.61983871459961,50.863746643066406,1.6069726943969727
2016-10-14,26.973512649536133,41.14799880981445,38.636714935302734,51.310546875,1.6227110624313354
2016-10-17,26.955167770385742,40.647499084472656,38.70768737792969,51.1318244934082,1.6133662462234497
2016-10-18,26.936824798583984,40.88249969482422,39.46699142456055,51.5250129699707,1.6379565000534058
2016-10-19,26.856565475463867,40.884498596191406,39.776668548583984,51.408851623535156,1.6345140933990479
2016-10-20,26.842805862426758,40.51599884033203,39.55185317993164,51.15864562988281,1.6654977798461914
2016-10-21,26.73733139038086,40.949501037597656,39.67095947265625,53.31222152709961,1.6608253717422485
2016-10-24,26.978097915649414,41.90449905395508,40.352840423583984,54.5096435546875,1.7387765645980835
2016-10-25,27.11568832397461,41.75899887084961,40.0828742980957,54.50071716308594,1.7673014402389526
2016-10-26,26.505720138549805,41.12950134277344,39.65607452392578,54.17900848388672,1.7744323015213013
2016-10-27,26.251190185546875,40.917999267578125,39.471458435058594,53.70539855957031,1.7380388975143433
2016-10-28,26.076915740966797,38.816001892089844,39.47244644165039,53.4998664855957,1.7350878715515137
2016-10-31,26.035640716552734,39.49100112915039,38.93497848510742,53.544551849365234,1.7498424053192139
2016-11-01,25.565561294555664,39.27050018310547,38.888824462890625,53.437313079833984,1.697957158088684
2016-11-02,25.588489532470703,38.27799987792969,38.14888000488281,53.106689453125,1.6908254623413086
2016-11-03,25.3142147064209,38.35150146484375,37.822818756103516,52.91009521484375,1.6711534261703491
2016-11-04,25.086029052734375,37.752498626708984,37.81736755371094,52.46329116821289,1.6615632772445679
2016-11-07,25.447893142700195,39.246498107910156,38.83473205566406,53.991363525390625,1.7525473833084106
2016-11-08,25.59770965576172,39.38750076293945,39.231266021728516,54.036033630371094,1.7498424053192139
2016-11-09,25.55622100830078,38.59400177001953,38.97319412231445,53.76795196533203,1.7203338146209717
2016-11-10,24.844024658203125,37.11899948120117,37.844154357910156,52.4543571472168,1.6664814949035645
2016-11-11,24.99153709411621,36.95050048828125,37.42034149169922,52.740318298339844,2.1632046699523926
2016-11-14,24.36461639404297,35.95349884033203,36.53002166748047,51.93607711791992,2.0567281246185303
2016-11-15,24.68729591369629,37.1619987487793,37.64217758178711,52.9616584777832,2.1194331645965576
2016-11-16,25.351091384887695,37.324501037597656,37.93944549560547,53.66338348388672,2.253204822540283
2016-11-17,25.341869354248047,37.81999969482422,38.27443313598633,54.55401611328125,2.2718937397003174
2016-11-18,25.367225646972656,38.007999420166016,37.743919372558594,54.29312515258789,2.295745849609375
2016-11-21,25.752138137817383,39.0,38.17369079589844,54.751930236816406,2.286402463912964
2016-11-22,25.768268585205078,39.26649856567383,38.12753677368164,54.98583221435547,2.3028769493103027
2016-11-23,25.63689422607422,39.00600051879883,37.7662467956543,54.33810043334961,2.3142049312591553
2016-11-25,25.76596450805664,39.01850128173828,37.80049133300781,54.45504379272461,2.3188846111297607
2016-11-28,25.715259552001953,38.3385009765625,38.12604904174805,54.52702713012695,2.3176536560058594
2016-11-29,25.689903259277344,38.125999450683594,38.25507736206055,54.95884323120117,2.296473979949951
2016-11-30,25.473243713378906,37.528499603271484,37.61984634399414,54.2121467590332,2.270615577697754
2016-12-01,25.2358455657959,37.182498931884766,37.117610931396484,53.258541107177734,2.1583163738250732
2016-12-02,25.330354690551758,37.016998291015625,37.24565124511719,53.30351638793945,2.1782636642456055
2016-12-05,25.148263931274414,37.96799850463867,37.84217834472656,54.176170349121094,2.26273512840271
2016-12-06,25.341869354248047,38.236000061035156,37.672950744628906,53.93328094482422,2.299922227859497
2016-12-07,25.590791702270508,38.520999908447266,38.27245330810547,55.21073913574219,2.3412952423095703
2016-12-08,25.842021942138672,38.36650085449219,38.532005310058594,54.88686752319336,2.3021388053894043
2016-12-09,26.263809204101562,38.43299865722656,39.170719146728516,55.75053024291992,2.2612569332122803
2016-12-12,26.113998413085938,38.00600051879883,39.16971969604492,55.93046569824219,2.206338405609131
2016-12-13,26.549625396728516,38.71699905395508,39.5086784362793,56.65916442871094,2.2452497482299805
2016-12-14,26.549625396728516,38.441001892089844,39.55681610107422,56.38927459716797,2.375281572341919
2016-12-15,26.69482421875,38.04999923706055,39.59552764892578,56.29931640625,2.430938243865967
2016-12-16,26.729393005371094,37.88850021362305,39.24565124511719,56.04740905761719,2.472804069519043
2016-12-19,26.883821487426758,38.29999923706055,39.41438293457031,57.23493194580078,2.5028491020202637
2016-12-20,26.95526885986328,38.56100082397461,39.524559020996094,57.16297149658203,2.5900285243988037
2016-12-21,26.980623245239258,38.529998779296875,39.432247161865234,57.16297149658203,2.606282949447632
2016-12-22,26.803150177001953,38.31700134277344,39.26847839355469,57.17196273803711,2.637805461883545
2016-12-23,26.85616111755371,38.02949905395508,39.20147705078125,56.89306640625,2.703559398651123
2016-12-27,27.02672576904297,38.56999969482422,39.28287124633789,56.92905807495117,2.889247417449951
