Date,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT
2015-12-14,25.36074447631836,32.89550018310547,37.110164642333984,48.28117370605469,25.405837571526742,32.929500579833984,37.15780764353195,48.34246618814734,24.75423254067508,31.763500213623047,35.938948751007,47.0027828792797,25.293103113314466,32.087501525878906,36.81339073492733,47.571931173214054,257274800,86594000,48250000,46768900
2015-12-15,24.912067413330078,32.93199920654297,36.89329528808594,48.333702087402344,25.432901933023523,33.57500076293945,37.62183235721209,48.94663012851181,24.880501893371907,32.86750030517578,36.87394351035509,48.23738439434654,25.238998470313724,33.25149917602539,37.36972537845433,48.736482130918326,213292400,95068000,53324000,39843000
2015-12-16,25.103708267211914,33.78850173950195,37.6223258972168,49.14802551269531,25.250263406565313,33.86750030517578,37.74639535742673,49.2530978528617,24.531018734671886,32.965999603271484,36.69651888845119,47.94843654672031,25.042832416811343,33.178001403808594,37.220838062979716,48.6314151082755,224954000,79290000,39866000,37503300
2015-12-17,24.571609497070312,33.532501220703125,37.19255065917969,48.77149963378906,25.308892283775666,34.125,37.85011728446831,49.72591509724704,24.571609497070312,33.532501220703125,37.17121107548575,48.62264412985011,25.257033662969082,34.0,37.83721357594649,49.34940236045793,179091200,73632000,31068000,41280900
2015-12-18,23.90647315979004,33.207000732421875,36.69031524658203,47.39680099487305,24.693359335575057,33.84199905395508,37.42580009370656,49.03419182225611,23.856869714176426,33.20650100708008,36.63274835246324,47.30923793393404,24.555824854816795,33.432498931884766,37.04763588140042,48.832801792380266,385813200,136826000,62974000,84684200
2015-12-21,24.199581146240234,33.22549819946289,37.110164642333984,48.00971984863281,24.20860011004079,33.494998931884766,37.22083437785138,48.46503431739338,23.80275533997306,32.94649887084961,36.7245565861467,47.48435160437365,24.188307011441676,33.42499923706055,37.028774357524995,48.05349970060726,190362400,65018000,30514000,37246300
2015-12-22,24.17703628540039,33.157501220703125,37.22083282470703,48.46505355834961,24.287515589338216,33.42449951171875,37.46152784654405,48.57888389082547,24.00116905929387,32.9630012512207,36.99899735775078,47.72078575873883,24.215365594086148,33.34149932861328,37.302719111277256,48.149836494877114,131157600,53356000,27308000,28322200
2015-12-23,24.488182067871094,33.185001373291016,37.236228942871094,48.876583099365234,24.542294132606024,33.33000183105469,37.42977703503451,48.92912093748361,24.170270032146377,32.83150100708008,36.92307920089239,48.54385013832754,24.186052789368713,33.32500076293945,37.39305370967176,48.77151076331783,130629600,54458000,31318000,27279800
2015-12-24,24.35740852355957,33.13949966430664,37.14142990112305,48.74524688720703,24.5761136635021,33.23400115966797,37.28783473430871,48.99917479613199,24.33937059609821,33.029998779296875,37.053095539568716,48.53510218617174,24.5761136635021,33.16749954223633,37.198504576051036,48.91161506073225,54281600,21824000,10544000,9558500
2015-12-28,24.084583282470703,33.7599983215332,37.84168243408203,48.99040603637695,24.28074180770845,33.775001525878906,37.865505830859604,48.99040603637695,23.940283351327142,33.275001525878906,37.19701949985719,48.14106281903951,24.258193545812187,33.27799987792969,37.36575215306692,48.46503775485519,106816800,75672000,30306000,22458300
2015-12-29,24.51748275756836,34.69850158691406,38.54093933105469,49.51578140258789,24.673056817640088,34.821998596191406,38.70867997077677,49.77846392855861,24.093601930361643,33.894500732421875,38.036221823592406,49.08673405621328,24.116148471774295,33.89899826049805,38.04912553223249,49.28812410413048,123724800,114700000,35300000,27731400
2015-12-30,24.197324752807617,34.45349884033203,38.26301956176758,49.305633544921875,24.5084712473463,34.77450180053711,38.59056474378993,49.71716825105634,24.16575924119607,34.319000244140625,38.05954762233193,49.288120932292216,24.4814160775029,34.59450149536133,38.54093771853485,49.445731105769866,100855200,70380000,25866000,21704500
2015-12-31,23.732860565185547,33.794498443603516,37.66153335571289,48.578861236572266,24.131939823006338,34.38750076293945,38.188578670428285,49.20054377599682,23.633653683385177,33.794498443603516,37.63473392800879,48.526323413732364,24.127431201193346,34.30400085449219,38.188578670428285,49.06920422917961,163649200,74992000,30018000,27334100
2016-01-04,23.753149032592773,31.84950065612793,36.81587600708008,47.983455657958984,23.757659374044465,32.88600158691406,36.92604975311906,47.983455657958984,22.997828537412097,31.375499725341797,36.29071625123408,46.74884496274072,23.13536470843741,32.81449890136719,36.87344669264344,47.56316301067075,270597600,186290000,65456000,53778000
2016-01-05,23.157913208007812,31.68950080871582,36.852603912353516,48.20236587524414,23.865885498795894,32.34550094604492,37.32009454898272,48.500073631462364,23.090273562249713,31.38249969482422,36.65706803737727,47.755805911011585,23.843338950209862,32.34299850463867,37.04466017791313,48.097293531928756,223164000,116452000,39014000,34079700
2016-01-06,22.704721450805664,31.63249969482422,36.90420913696289,47.326751708984375,23.081255885975757,31.989500045776367,37.080885425281096,47.633217419517166,22.517583538933,31.015499114990234,36.17468017275222,46.9677515007866,22.67315593698659,31.100000381469727,36.228279022725054,47.56316696904476,273829600,106584000,38940000,39518900
2016-01-07,21.74648094177246,30.39699935913086,36.04912185668945,45.680599212646484,22.576206800086034,31.5,36.65011352506046,46.83640817170509,21.74197231936601,30.260499954223633,35.68534939354235,45.593039496745995,22.24927748958022,31.09000015258789,36.24366189953572,46.14467505944843,324377600,141498000,59274000,56564900
2016-01-08,21.861469268798828,30.352500915527344,35.45756149291992,45.82069778442383,22.346227857182512,31.207000732421875,36.38857843121358,46.65252506396537,21.8163761667038,30.299999237060547,35.38461086296558,45.66308763162485,22.219965795163166,30.982999801635742,36.300240280621125,45.85571966489891,283192000,110258000,49018000,48754000
2016-01-11,22.2154598236084,30.886999130249023,35.53498458862305,45.79444122314453,22.334958115843282,30.99250030517578,35.675183699958055,46.27602646409604,21.947151168837447,29.928499221801758,34.9151332243165,45.05892806489844,22.314666731965776,30.624000549316406,35.56377182648305,45.97831867765858,198957600,97832000,41812000,36943800
